match_id,commence_time,team,opponent,team_xg,opponent_xg
c54f00b11925751d2b62988775c6c239,2026-06-15T16:00:00Z,Cape Verde,Spain,0.49299270239098714,3.280413083471921
c54f00b11925751d2b62988775c6c239,2026-06-15T16:00:00Z,Spain,Cape Verde,3.280413083471921,0.49299270239098714
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Belgium,Egypt,1.7805629041885647,0.8235257732451837
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Egypt,Belgium,0.8235257732451837,1.7805629041885647
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:00:00Z,Saudi Arabia,Uruguay,0.6416305846664836,1.8290453543744156
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:00:00Z,Uruguay,Saudi Arabia,1.8290453543744156,0.6416305846664836
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:00:00Z,Iran,New Zealand,1.4114170647511046,0.8172631705929367
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:00:00Z,New Zealand,Iran,0.8172631705929367,1.4114170647511046
73a4fcd14cc9766b9b9bfd50b8ca153a,2026-06-16T19:00:00Z,France,Senegal,1.9248228330559258,0.7482306549422804
73a4fcd14cc9766b9b9bfd50b8ca153a,2026-06-16T19:00:00Z,Senegal,France,0.7482306549422804,1.9248228330559258
4d4f2b9b78182b557d4fbf8dcf4f4af2,2026-06-16T22:00:00Z,Iraq,Norway,0.5899197388090728,2.5787960445677336
4d4f2b9b78182b557d4fbf8dcf4f4af2,2026-06-16T22:00:00Z,Norway,Iraq,2.5787960445677336,0.5899197388090728
f31b2ee9e1cc6f7e641467f8237eaa21,2026-06-17T01:00:00Z,Algeria,Argentina,0.6395613581668729,1.9671951738687863
f31b2ee9e1cc6f7e641467f8237eaa21,2026-06-17T01:00:00Z,Argentina,Algeria,1.9671951738687863,0.6395613581668729
25161cf6cf0cd9be17ae2e7e224a1f45,2026-06-17T04:00:00Z,Austria,Jordan,2.262526270279571,0.7489182631303969
25161cf6cf0cd9be17ae2e7e224a1f45,2026-06-17T04:00:00Z,Jordan,Austria,0.7489182631303969,2.262526270279571
6cc871c121a1869b4612d3fb22fa9d55,2026-06-17T17:00:00Z,DR Congo,Portugal,0.6468072772707966,2.2713420081793614
6cc871c121a1869b4612d3fb22fa9d55,2026-06-17T17:00:00Z,Portugal,DR Congo,2.2713420081793614,0.6468072772707966
689096c8cd7e2753b9fec95321943c5d,2026-06-17T20:00:00Z,Croatia,England,0.8515700231345094,1.6342961725272642
689096c8cd7e2753b9fec95321943c5d,2026-06-17T20:00:00Z,England,Croatia,1.6342961725272642,0.8515700231345094
87afdb85c977b451e1c00f5e3e632601,2026-06-17T23:00:00Z,Ghana,Panama,1.3449360516419084,1.008492540985468
87afdb85c977b451e1c00f5e3e632601,2026-06-17T23:00:00Z,Panama,Ghana,1.008492540985468,1.3449360516419084
22083e7a8e5362c711bc05c1e1319a1f,2026-06-18T02:00:00Z,Colombia,Uzbekistan,1.972770814574736,0.6410458145147705
