match_id,commence_time,team,opponent,p_win,p_draw,p_loss,team_xg,opponent_xg,expected_total_goals,bookmaker_count
26634922d3f78c146440816023e40de8,2026-06-13T19:00:00Z,Qatar,Switzerland,0.06820892046907331,0.13953065449939916,0.7922604250315276,0.5870851481315112,2.502836684139601,3.089921832271112,20
26634922d3f78c146440816023e40de8,2026-06-13T19:00:00Z,Switzerland,Qatar,0.7922604250315276,0.13953065449939916,0.06820892046907331,2.502836684139601,0.5870851481315112,3.089921832271112,20
f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Brazil,Morocco,0.572213174254627,0.25436528934904196,0.1734215363963309,1.681516492265196,0.8319610746484001,2.513477566913596,20
f6c8748a16516e0998f95de14235432a,2026-06-13T22:00:00Z,Morocco,Brazil,0.1734215363963309,0.25436528934904196,0.572213174254627,0.8319610746484001,1.681516492265196,2.513477566913596,20
5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Haiti,Scotland,0.1628818907319754,0.2152305474711987,0.6218875617968258,0.9703378749337451,2.0525215485358657,3.022859423469611,20
5ae41a06735c926eeb7f74006933adce,2026-06-14T01:00:00Z,Scotland,Haiti,0.6218875617968258,0.2152305474711987,0.1628818907319754,2.0525215485358657,0.9703378749337451,3.022859423469611,20
564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Australia,Türkiye,0.18345158380924684,0.25587295545706956,0.5606754607336837,0.8959029114458007,1.7084660171757133,2.604368928621514,20
564084f52cc9f1abcc18187c168a7cdc,2026-06-14T04:00:00Z,Türkiye,Australia,0.5606754607336837,0.25587295545706956,0.18345158380924684,1.7084660171757133,0.8959029114458007,2.604368928621514,20
d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Curaçao,Germany,0.02373610142833977,0.05478164550142265,0.9214822530702376,0.5095894307593833,3.7369891589021464,4.24657858966153,20
d79edbd6aaeb578d33e313446b18d333,2026-06-14T17:00:00Z,Germany,Curaçao,0.9214822530702376,0.05478164550142265,0.02373610142833977,3.7369891589021464,0.5095894307593833,4.24657858966153,20
32ec06abda2398ac41501c86eb9aa376,2026-06-14T20:00:00Z,Japan,Netherlands,0.25583230062851087,0.2700591849435689,0.4741085144279203,1.0888936062223487,1.5540520399484004,2.642945646170749,20
32ec06abda2398ac41501c86eb9aa376,2026-06-14T20:00:00Z,Netherlands,Japan,0.4741085144279203,0.2700591849435689,0.25583230062851087,1.5540520399484004,1.0888936062223487,2.642945646170749,20
05752bb341e197001387b64f3a06b9b2,2026-06-14T23:00:00Z,Ecuador,Ivory Coast,0.3984071410990536,0.33656919813076697,0.26502366077017936,1.1575439706054254,0.90949883404712,2.0670428046525453,20
05752bb341e197001387b64f3a06b9b2,2026-06-14T23:00:00Z,Ivory Coast,Ecuador,0.26502366077017936,0.33656919813076697,0.3984071410990536,0.90949883404712,1.1575439706054254,2.0670428046525453,20
b55f9569de3f4d731bc5537ff5ff43e4,2026-06-15T02:00:00Z,Sweden,Tunisia,0.5029925739796497,0.2781762861099816,0.21883113991036868,1.4745440927638727,0.8923003579004496,2.3668444506643223,20
b55f9569de3f4d731bc5537ff5ff43e4,2026-06-15T02:00:00Z,Tunisia,Sweden,0.21883113991036868,0.2781762861099816,0.5029925739796497,0.8923003579004496,1.4745440927638727,2.3668444506643223,20
c54f00b11925751d2b62988775c6c239,2026-06-15T16:00:00Z,Cape Verde,Spain,0.038436899466309626,0.08638174269623289,0.8751813578374575,0.4909335712773255,3.0665560756598143,3.5574896469371398,20
c54f00b11925751d2b62988775c6c239,2026-06-15T16:00:00Z,Spain,Cape Verde,0.8751813578374575,0.08638174269623289,0.038436899466309626,3.0665560756598143,0.4909335712773255,3.5574896469371398,20
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Belgium,Egypt,0.5886406385154782,0.24190121366103964,0.1694581478234821,1.7750177795606996,0.8546381901588553,2.629655969719555,19
fbfb95c62003fd6d828b309f96ee1f9b,2026-06-15T19:00:00Z,Egypt,Belgium,0.1694581478234821,0.24190121366103964,0.5886406385154782,0.8546381901588553,1.7750177795606996,2.629655969719555,19
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:00:00Z,Saudi Arabia,Uruguay,0.118414401762413,0.21678870730072664,0.6647968909368603,0.6893011725336031,1.9216881173664084,2.6109892899000116,19
64b91c5f2db61c7358a4f05459e83c52,2026-06-15T22:00:00Z,Uruguay,Saudi Arabia,0.6647968909368603,0.21678870730072664,0.118414401762413,1.9216881173664084,0.6893011725336031,2.6109892899000116,19
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:00:00Z,Iran,New Zealand,0.5191067281955789,0.27703809602986196,0.20385517577455917,1.4890886802346814,0.8449061163714024,2.333994796606084,19
ec51b9c44ad5e34552f3ab53f7262813,2026-06-16T01:00:00Z,New Zealand,Iran,0.20385517577455917,0.27703809602986196,0.5191067281955789,0.8449061163714024,1.4890886802346814,2.333994796606084,19
73a4fcd14cc9766b9b9bfd50b8ca153a,2026-06-16T19:00:00Z,France,Senegal,0.649217088454793,0.21931991973054096,0.131462991814666,1.9410853118023812,0.762376125248289,2.70346143705067,19
73a4fcd14cc9766b9b9bfd50b8ca153a,2026-06-16T19:00:00Z,Senegal,France,0.131462991814666,0.21931991973054096,0.649217088454793,0.762376125248289,1.9410853118023812,2.70346143705067,19
