match_id,commence_time,team,opponent,team_xg,opponent_xg
537c0997cd899394f47f16545b7068b2,2026-06-27T21:00:00Z,Croatia,Ghana,1.4362607802628544,0.8113474466842038
4be17c8e1ccfecb0f2a5ef79e045c415,2026-06-27T21:00:00Z,England,Panama,2.8109564784680936,0.6273645959713151
537c0997cd899394f47f16545b7068b2,2026-06-27T21:00:00Z,Ghana,Croatia,0.8113474466842038,1.4362607802628544
4be17c8e1ccfecb0f2a5ef79e045c415,2026-06-27T21:00:00Z,Panama,England,0.6273645959713151,2.8109564784680936
67ae5751c401a98409b8566ae4897069,2026-06-27T23:30:00Z,Colombia,Portugal,1.1608005661864986,1.6192294712742876
13eab94a136b9c264ba974cf437a5f71,2026-06-27T23:30:00Z,DR Congo,Uzbekistan,1.7397582145269155,0.8099874410214347
67ae5751c401a98409b8566ae4897069,2026-06-27T23:30:00Z,Portugal,Colombia,1.6192294712742876,1.1608005661864986
13eab94a136b9c264ba974cf437a5f71,2026-06-27T23:30:00Z,Uzbekistan,DR Congo,0.8099874410214347,1.7397582145269155
8756200e539155e571557c4f2e0d7f05,2026-06-28T02:00:00Z,Algeria,Austria,0.8078063161498533,0.9895917316062315
54697f453437ab26276d773be1d72e9b,2026-06-28T02:00:00Z,Argentina,Jordan,2.715597122396265,0.5563580648590556
8756200e539155e571557c4f2e0d7f05,2026-06-28T02:00:00Z,Austria,Algeria,0.9895917316062315,0.8078063161498533
54697f453437ab26276d773be1d72e9b,2026-06-28T02:00:00Z,Jordan,Argentina,0.5563580648590556,2.715597122396265
def55b09ef3d6854e3c01e74b5c63415,2026-06-28T19:00:00Z,Canada,South Africa,1.5794033180407996,0.7883932849485267
def55b09ef3d6854e3c01e74b5c63415,2026-06-28T19:00:00Z,South Africa,Canada,0.7883932849485267,1.5794033180407996
4f3d72fba877939d36a5315618184093,2026-06-29T17:00:00Z,Brazil,Japan,1.6835650200527001,0.8626354195332597
4f3d72fba877939d36a5315618184093,2026-06-29T17:00:00Z,Japan,Brazil,0.8626354195332597,1.6835650200527001
4930db8e83436874d09e59bd0e29c1a5,2026-06-29T20:30:00Z,Germany,Paraguay,2.10445913518802,0.7317348262967144
4930db8e83436874d09e59bd0e29c1a5,2026-06-29T20:30:00Z,Paraguay,Germany,0.7317348262967144,2.10445913518802
5a34afe2de99513ba48360b983cfe80c,2026-06-30T01:00:00Z,Morocco,Netherlands,0.9803708139426547,1.3517033849071558
5a34afe2de99513ba48360b983cfe80c,2026-06-30T01:00:00Z,Netherlands,Morocco,1.3517033849071558,0.9803708139426547
ce017bea1a26252278053ce759e2416b,2026-06-30T17:00:00Z,Ivory Coast,Norway,1.0759678383248181,1.559471452448318
ce017bea1a26252278053ce759e2416b,2026-06-30T17:00:00Z,Norway,Ivory Coast,1.559471452448318,1.0759678383248181
0b5491529142c9bcc3f88bf45ccb0a7b,2026-06-30T21:00:00Z,France,Sweden,2.3460165938786224,0.7120363234654963
0b5491529142c9bcc3f88bf45ccb0a7b,2026-06-30T21:00:00Z,Sweden,France,0.7120363234654963,2.3460165938786224
9eeb4876001f5a52ce3c3641bd5f1f2f,2026-07-02T00:00:00Z,Bosnia & Herzegovina,USA,0.6822120097387184,2.0484293221868275
9eeb4876001f5a52ce3c3641bd5f1f2f,2026-07-02T00:00:00Z,USA,Bosnia & Herzegovina,2.0484293221868275,0.6822120097387184
fb270a3dac2b682c861bd674a5ff4a04,2026-07-03T18:00:00Z,Australia,Egypt,0.9419527927218835,1.1379746236673718
fb270a3dac2b682c861bd674a5ff4a04,2026-07-03T18:00:00Z,Egypt,Australia,1.1379746236673718,0.9419527927218835
3e161b2448ed76d6b0c0f5bda6fd5bf2,2026-07-03T22:00:00Z,Argentina,Cape Verde,2.58612160201246,0.5046338027351194
3e161b2448ed76d6b0c0f5bda6fd5bf2,2026-07-03T22:00:00Z,Cape Verde,Argentina,0.5046338027351194,2.58612160201246
