team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
Spain,0.150581332881252,5.9,5.5,2
France,0.150581332881252,5.9,5.5,2
England,0.10683140528548057,9.4,7.0,2
Portugal,0.09731615163527119,9.8,8.0,2
Brazil,0.08182906642099616,11.0,10.0,2
Argentina,0.07858188124555981,12.0,10.0,2
Germany,0.0523879208303732,18.0,15.0,2
Netherlands,0.043990813903016734,20.0,19.0,2
Norway,0.024985730266165455,42.0,29.0,2
Belgium,0.024098300777226325,46.0,29.0,2
Colombia,0.017048636013022696,65.0,41.0,2
Morocco,0.014998763018486117,65.0,51.0,2
Mexico,0.014998763018486117,65.0,51.0,2
Japan,0.014998763018486117,65.0,51.0,2
Switzerland,0.013447166844159966,85.0,51.0,2
USA,0.011440127016673405,85.0,67.0,2
Uruguay,0.010683723881689406,100.0,67.0,2
Türkiye,0.009577993606361163,100.0,81.0,2
Ecuador,0.009188331385308798,110.0,81.0,2
Croatia,0.008353340911625163,140.0,81.0,2
Senegal,0.0073054777086974075,140.0,101.0,2
Sweden,0.006822525043205168,280.0,81.0,2
Austria,0.005958359744487811,250.0,101.0,2
Ivory Coast,0.0041780628461760986,320.0,151.0,2
Scotland,0.003997054213085896,370.0,151.0,2
Canada,0.0038354092942332503,430.0,151.0,2
Paraguay,0.0034880359963958734,660.0,151.0,2
South Korea,0.002753118267682178,410.0,251.0,2
Bosnia & Herzegovina,0.0026616507341829894,810.0,201.0,2
Ghana,0.0022304006540753494,820.0,251.0,2
Algeria,0.0020834431354095403,650.0,301.0,2
Egypt,0.0020637587063322685,670.0,301.0,2
Australia,0.0020430544133730483,440.0,401.0,2
Czechia,0.001953185678799444,810.0,301.0,2
Tunisia,0.0012841742378833453,1000.0,501.0,2
Iran,0.0012841742378833453,1000.0,501.0,2
South Africa,0.0012841742378833453,1000.0,501.0,2
DR Congo,0.0009993720425685163,1000.0,751.0,2
Panama,0.0008568286860722832,1001.0,1000.0,2
Cape Verde,0.0008568286860722832,1001.0,1000.0,2
Haiti,0.0008568286860722832,1001.0,1000.0,2
Iraq,0.0008568286860722832,1001.0,1000.0,2
Saudi Arabia,0.0008568286860722832,1001.0,1000.0,2
Qatar,0.0008568286860722832,1001.0,1000.0,2
New Zealand,0.0007141903639821152,1501.0,1000.0,2
Uzbekistan,0.0007141903639821152,1501.0,1000.0,2
Curaçao,0.0006428355611773885,2001.0,1000.0,2
Jordan,0.0006428355611773885,2001.0,1000.0,2
