match_id,round,slot,source,team,appearances,probability
73,R32,away,2B,Switzerland,553347,0.553347
73,R32,away,2B,Canada,417882,0.417882
73,R32,away,2B,Bosnia & Herzegovina,28766,0.028766
73,R32,away,2B,Qatar,5,5e-06
73,R32,home,2A,South Korea,677219,0.677219
73,R32,home,2A,South Africa,138520,0.13852
73,R32,home,2A,Mexico,94223,0.094223
73,R32,home,2A,Czechia,90038,0.090038
74,R32,away,2F,Japan,547400,0.5474
74,R32,away,2F,Netherlands,249097,0.249097
74,R32,away,2F,Sweden,203503,0.203503
74,R32,home,1C,USA,996862,0.996862
74,R32,home,1C,Australia,2654,0.002654
74,R32,home,1C,Paraguay,484,0.000484
75,R32,away,3A|3B|3C|3D|3F,Scotland,558387,0.558387
75,R32,away,3A|3B|3C|3D|3F,Paraguay,151778,0.151778
75,R32,away,3A|3B|3C|3D|3F,Australia,92074,0.092074
75,R32,away,3A|3B|3C|3D|3F,Brazil,79413,0.079413
75,R32,away,3A|3B|3C|3D|3F,Türkiye,34945,0.034945
75,R32,away,3A|3B|3C|3D|3F,Sweden,32789,0.032789
75,R32,away,3A|3B|3C|3D|3F,Japan,14188,0.014188
75,R32,away,3A|3B|3C|3D|3F,Haiti,9333,0.009333
75,R32,away,3A|3B|3C|3D|3F,Morocco,9307,0.009307
75,R32,away,3A|3B|3C|3D|3F,Czechia,8315,0.008315
75,R32,away,3A|3B|3C|3D|3F,South Korea,6417,0.006417
75,R32,away,3A|3B|3C|3D|3F,South Africa,2047,0.002047
75,R32,away,3A|3B|3C|3D|3F,Bosnia & Herzegovina,692,0.000692
75,R32,away,3A|3B|3C|3D|3F,Netherlands,167,0.000167
75,R32,away,3A|3B|3C|3D|3F,Qatar,123,0.000123
75,R32,away,3A|3B|3C|3D|3F,Switzerland,23,2.3e-05
75,R32,away,3A|3B|3C|3D|3F,Canada,2,2e-06
75,R32,home,1E,Germany,991063,0.991063
75,R32,home,1E,Ivory Coast,8937,0.008937
76,R32,away,2C,Australia,613932,0.613932
76,R32,away,2C,Paraguay,382930,0.38293
