team,worst_probability,expected_points,expected_goals_for,expected_goals_against,expected_goal_difference
Tunisia,0.6740754916659876,0.2443503,1.5198007,11.81441,-10.294609300000001
Iraq,0.1518776333331639,0.373538,1.6776528,9.5572383,-7.8795855
Uzbekistan,0.10403135000008258,0.9286699,2.0089689,9.6697246,-7.6607557
Haiti,0.049049791666658925,0.3143815,0.6120192,6.6709885,-6.0589693
Jordan,0.009390474999999293,0.3375518,2.591563,7.5283953,-4.9368323
Panama,0.008453508333332933,0.3194942,0.6470012,4.7199332,-4.072932
Türkiye,0.002941183333333276,1.0312894,1.1920798,4.7213046,-3.5292247999999997
Senegal,0.00014793333333333332,2.482958,5.5572383,6.6776528,-1.1204144999999999
Curaçao,2.006666666666667e-05,1.2811566,1.5482438,9.690134,-8.1418902
Qatar,1.1666666666666666e-05,1.563684,1.8795434,9.2994872,-7.4199437999999995
Saudi Arabia,4e-07,2.2669142,2.2016141,6.3426177,-4.1410035999999995
New Zealand,3e-07,1.326895,3.5977482,7.5873047,-3.9895565
South Africa,2e-07,1.7717472,1.8398843,4.7355472,-2.8956629
South Korea,0.0,4.9933262,3.7355472,2.8398843,0.8956629
Spain,0.0,6.1242222,5.8921772,0.782055,5.1101222
Mexico,0.0,7.7288235,4.5452488,1.0346807,3.5105681000000004
Switzerland,0.0,5.5309383,6.3413648,3.1098086,3.2315562
Portugal,0.0,5.7723526,7.5660054,1.9941779,5.5718274999999995
Paraguay,0.0,4.470623,3.0227336,4.8612094,-1.8384757999999999
Sweden,0.0,3.9586443,7.1071976,7.7447915,-0.6375938999999997
Norway,0.0,6.8358012,8.0578923,4.9191745,3.138717800000001
USA,0.0,7.7313199,7.7213046,2.1920798,5.5292248
Uruguay,0.0,2.6600749,3.782055,4.8921772,-1.1101221999999997
Netherlands,0.0,6.6454354,9.81441,3.5198007,6.294609300000001
Morocco,0.0,6.5566838,4.6709885,1.6120192,3.0589693000000002
Scotland,0.0,3.4753503,1.6566449,3.1687441,-1.5120992
Algeria,0.0,4.2134657,2.9474455,5.1236859,-2.1762403999999997
Argentina,0.0,8.52299,7.5283953,0.591563,6.9368323
Croatia,0.0,4.9286049,4.5623601,4.7851042,-0.2227440999999999
Australia,0.0,4.2111854,2.8612094,3.0227336,-0.16152420000000012
Austria,0.0,4.4860655,4.1236859,3.9474455,0.17624039999999974
Belgium,0.0,4.5382844,3.5873047,1.5977482,1.9895564999999997
Bosnia & Herzegovina,0.0,3.257013,4.2994872,5.8795434,-1.5800562000000005
Brazil,0.0,6.3457255,6.1687441,1.6566449,4.5120992
Canada,0.0,5.1984147,8.1098086,2.3413648,5.768443799999999
Cape Verde,0.0,3.4666344,3.3426177,3.2016141,0.1410035999999999
Colombia,0.0,6.9743217,4.9941779,2.5660054,2.4281725000000005
Czechia,0.0,2.0162473,3.0346807,4.5452488,-1.5105681000000004
Ivory Coast,0.0,5.596511,4.690134,2.5482438,2.1418901999999997
DR Congo,0.0,2.8282394,2.6697246,3.0089689,-0.3392443000000003
Ecuador,0.0,1.986541,1.1214605,2.7123655,-1.5909050000000002
Egypt,0.0,5.5517723,5.153804,2.8929031,2.2609009
England,0.0,6.5526852,6.7199332,2.6470012,4.072932
France,0.0,7.9437345,7.9191745,2.0578923,5.8612822
Germany,0.0,7.7745444,10.7123655,3.1214605,7.590905000000001
Ghana,0.0,4.81732,1.7851042,1.5623601,0.2227440999999999
Iran,0.0,3.1474467,2.8929031,3.153804,-0.2609009000000002
Japan,0.0,5.8052449,7.7447915,3.1071976,4.6375939
