match_id,commence_time,team,opponent,team_xg,opponent_xg
4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Netherlands,Sweden,1.894504512056152,1.087402150808702
4f0c518545b0096c68326daf25bffc1e,2026-06-20T17:00:00Z,Sweden,Netherlands,1.087402150808702,1.894504512056152
f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Germany,Ivory Coast,2.1307604810709333,0.9941183396209461
f1ab0f69832972a329243522ceaa7804,2026-06-20T20:00:00Z,Ivory Coast,Germany,0.9941183396209461,2.1307604810709333
681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Curaçao,Ecuador,0.46257845729743974,2.7391382775079642
681895f294b670b4c7b14495dfb583bc,2026-06-21T00:00:00Z,Ecuador,Curaçao,2.7391382775079642,0.46257845729743974
dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Japan,Tunisia,1.7329565310959933,0.7383540617007495
dfc5202cf1b8ae002cf952cd04f235b9,2026-06-21T04:00:00Z,Tunisia,Japan,0.7383540617007495,1.7329565310959933
73529a242e319a86bf3d00ddb4accc37,2026-06-21T16:00:00Z,Saudi Arabia,Spain,0.463770258584241,2.9168947711546482
73529a242e319a86bf3d00ddb4accc37,2026-06-21T16:00:00Z,Spain,Saudi Arabia,2.9168947711546482,0.463770258584241
5f92f257386ec5bf7c6e2498a21f3a61,2026-06-21T19:00:00Z,Belgium,Iran,2.0292062870074434,0.7595892066062025
5f92f257386ec5bf7c6e2498a21f3a61,2026-06-21T19:00:00Z,Iran,Belgium,0.7595892066062025,2.0292062870074434
852a3abe6d46820720febc0fedebff9a,2026-06-21T22:00:00Z,Cape Verde,Uruguay,0.6036613844632884,1.7979726430153882
852a3abe6d46820720febc0fedebff9a,2026-06-21T22:00:00Z,Uruguay,Cape Verde,1.7979726430153882,0.6036613844632884
