team_1,team_2,team_1_win,simulated_team_1_win,draw,simulated_draw,team_2_win,simulated_team_2_win
🇨🇼 Curaçao,🇩🇪 Germany,0.0210271050569032,0.0183183,0.0487827010710868,0.0539471,0.93019019387201,0.9277346
🇯🇵 Japan,🇳🇱 Netherlands,0.2601165631698622,0.2699327,0.2784541140077138,0.2587064,0.4614293228224239,0.4713609
🇪🇨 Ecuador,🇨🇮 Ivory Coast,0.3750972081993618,0.3905864,0.3351223768538071,0.3044298,0.2897804149468311,0.3049838
🇸🇪 Sweden,🇹🇳 Tunisia,0.4935550889883184,0.502715,0.2812315570857438,0.2630345,0.2252133539259377,0.2342505
🇨🇻 Cape Verde,🇪🇸 Spain,0.0395061357136216,0.0371365,0.0893037462603674,0.0939895,0.871190118026011,0.868874
🇧🇪 Belgium,🇪🇬 Egypt,0.586866739458108,0.5935975,0.2458068679165135,0.2326877,0.1673263926253785,0.1737148
🇸🇦 Saudi Arabia,🇺🇾 Uruguay,0.1209487255459355,0.126094,0.2206362568630871,0.209918,0.6584150175909773,0.663988
🇮🇷 Iran,🇳🇿 New Zealand,0.51795871679424,0.5251803,0.2779422334978337,0.2637598,0.2040990497079262,0.2110599
🇫🇷 France,🇸🇳 Senegal,0.649106557987132,0.6538833,0.2178890644892899,0.2087368,0.1330043775235781,0.1373799
🇮🇶 Iraq,🇳🇴 Norway,0.0657572827913609,0.0644285,0.1366374968601275,0.1390524,0.7976052203485116,0.7965191
🇩🇿 Algeria,🇦🇷 Argentina,0.1063143615600715,0.1101421,0.2059350100885039,0.1978014,0.6877506283514245,0.6920565
🇦🇹 Austria,🇯🇴 Jordan,0.715061098332076,0.7169329,0.1788414933087546,0.1752592,0.1060974083591693,0.1078079
🇨🇩 DR Congo,🇵🇹 Portugal,0.0882866333878625,0.0900581,0.1720793463614582,0.1684907,0.7396340202506791,0.7414512
🇭🇷 Croatia,🏴󠁧󠁢󠁥󠁮󠁧󠁿 England,0.1899777773293278,0.1956708,0.2574163373270289,0.2461167,0.5526058853436432,0.5582125
🇬🇭 Ghana,🇵🇦 Panama,0.4362105149927422,0.442463,0.2875032493651977,0.2751198,0.2762862356420599,0.2824172
🇨🇴 Colombia,🇺🇿 Uzbekistan,0.6839056406611282,0.6864349,0.2057517392795576,0.2007666,0.1103426200593141,0.1127985
