qualifying_groups_key,appearances,probability
BDEFGIKL,62819,0.314095
ABDEFGIL,37245,0.186225
BDEFGIJL,33312,0.16656
BDEFIJKL,30735,0.153675
BDEFGIJK,13355,0.066775
ABDEFGIK,12081,0.060405
ABDEFGIJ,10254,0.05127
ABCDEFGI,199,0.000995
