team,worst_probability,expected_points,expected_goals_for,expected_goals_against,expected_goal_difference
Curaçao,0.5905749616664733,0.4796036,2.0242762,12.654775,-10.630498800000002
Iraq,0.14337911499993694,0.6682682,2.1053848,9.153509,-7.0481242
Tunisia,0.0953621600000258,1.1488167,2.4613388,9.0729086,-6.6115698
Haiti,0.07040970666668396,0.6495587,1.2868847,6.5261098,-5.2392251000000005
Jordan,0.039823269999990966,1.0753511,2.4393728,7.3330237,-4.8936509
Panama,0.022803281666668625,1.0992774,1.442024,5.2030996,-3.7610756
Uzbekistan,0.02238056166666967,1.4673324,2.6585838,6.9023733,-4.2437895
Paraguay,0.00634209833333363,2.6419254,3.3654564,6.5076914,-3.142235
Algeria,0.0033017533333333012,3.305388,2.9430637,5.0999304,-2.1568666999999997
Türkiye,0.0026930666666666204,2.981818,2.8092525,4.472499,-1.6632465
Senegal,0.0011583583333333442,3.5722963,4.3065565,5.0244176,-0.7178610999999995
Ecuador,0.0007632333333333304,3.5174588,3.7807661,3.203089,0.5776771000000003
Qatar,0.0006311249999999988,1.5999474,1.8267199,9.1125277,-7.285807799999999
Croatia,0.00028572500000000045,4.0964264,5.5254541,5.5730531,-0.04759899999999995
New Zealand,2.535000000000001e-05,2.134177,3.410424,6.1087222,-2.6982982
Saudi Arabia,2.4300000000000005e-05,2.6427365,2.7756369,5.0967262,-2.3210893
South Africa,1.2116666666666664e-05,1.7634277,1.8079721,4.7043793,-2.8964072000000005
Cape Verde,8.983333333333331e-06,2.8938809,1.8416093,3.098251,-1.2566416999999999
Iran,8.766666666666665e-06,2.6420291,3.6450935,5.3231354,-1.6780418999999998
DR Congo,5.2500000000000006e-06,3.253732,3.0980687,3.8348367,-0.7367680000000001
Bosnia & Herzegovina,2.833333333333333e-06,3.2056671,4.1125277,5.8267199,-1.7141921999999994
Uruguay,1.6833333333333332e-06,3.904676,3.6472948,3.5006472,0.1466476000000001
Czechia,1.3666666666666668e-06,2.1063069,3.0441835,4.4069037,-1.3627202
Morocco,2e-07,5.357157,4.9899639,2.4948074,2.4951565
Egypt,2e-07,4.6708,3.9929587,2.679124,1.3138347000000001
Netherlands,2e-07,5.2290795,6.040011,3.7435373,2.2964737
Japan,1.3333333333333334e-07,4.7227366,5.2382919,3.8247887,1.4135032
Portugal,1e-07,5.1437571,4.9034049,2.6350081,2.2683968
Brazil,1e-07,5.9054426,6.1766886,2.3420082,3.8346804000000003
Mexico,0.0,7.6262696,4.4069037,1.0441835,3.3627202
South Korea,0.0,4.9990497,3.7043793,2.8079721,0.8964071999999996
England,0.0,7.9132593,8.8057559,3.2573615,5.548394399999999
USA,0.0,6.4644395,7.2395028,3.1870743,4.0524285
France,0.0,7.5456709,7.7441654,2.5096779,5.2344875
Australia,0.0,4.8930736,3.8855132,3.1324602,0.753053
Switzerland,0.0,5.4978255,6.3189799,3.1334839,3.1854960000000005
Sweden,0.0,5.0051069,7.1069872,4.2053943,2.9015929
Spain,0.0,5.7487028,4.7557641,1.3246807,3.4310834000000003
Ghana,0.0,4.1230388,2.3883906,4.1281104,-1.7397197999999996
Germany,0.0,6.9940119,10.7972727,2.9221305,7.875142200000001
Argentina,0.0,7.5482419,7.3035246,1.4290001,5.8745245
Scotland,0.0,4.3855114,2.5499309,3.6405427,-1.0906118
Canada,0.0,5.2304505,8.1334839,2.3189799,5.8145039999999995
Austria,0.0,5.1997433,5.0895577,3.9135646,1.1759931000000003
Belgium,0.0,5.678888,5.4388989,2.3763935,3.0625054
Norway,0.0,5.4350973,6.4287107,3.8972129,2.5314978
Ivory Coast,0.0,6.3498144,4.7961394,2.6184599,2.1776795000000004
Colombia,0.0,6.2343791,5.811261,3.0991003,2.7121607
