team,win_prob,best_decimal_odds,worst_decimal_odds,bookmaker_count
France,0.18578444910850678,4.9,4.5,2
England,0.1259388789523417,7.4,6.5,2
Spain,0.12438908207011865,7.6,6.5,2
Argentina,0.09289222455425339,9.8,9.0,2
Portugal,0.07190013899250883,13.5,11.0,2
Brazil,0.06355458714516404,16.0,12.0,2
Germany,0.059158762436351806,17.0,13.0,2
Netherlands,0.048572457579320424,19.0,17.0,2
Morocco,0.02493229661404555,44.0,29.0,2
USA,0.024286228789660212,38.0,34.0,2
Norway,0.02272234284487149,44.0,34.0,2
Japan,0.019345396282235302,50.0,41.0,2
Belgium,0.019345396282235302,50.0,41.0,2
Colombia,0.01733399835939934,65.0,41.0,2
Mexico,0.016855094092057446,70.0,41.0,2
Switzerland,0.008732612381036786,130.0,81.0,2
Uruguay,0.007801409638983101,180.0,81.0,2
Croatia,0.006608579418176517,190.0,101.0,2
Ivory Coast,0.0064938944488920096,200.0,101.0,2
Austria,0.006209675177186929,230.0,101.0,2
Senegal,0.006022299414155601,170.0,126.0,2
Canada,0.00599104496818302,260.0,101.0,2
Sweden,0.00450019656270183,270.0,151.0,2
Australia,0.0037246124175234732,280.0,201.0,2
Egypt,0.002981417562344406,350.0,251.0,2
Ecuador,0.002462604606057353,600.0,251.0,2
Scotland,0.002358842014799942,700.0,251.0,2
South Korea,0.0021495263295739247,480.0,351.0,2
Paraguay,0.0019019110549823763,660.0,351.0,2
Ghana,0.0017483511947705634,860.0,351.0,2
Bosnia & Herzegovina,0.001388678990780317,840.0,501.0,2
Algeria,0.0013056689177743882,1000.0,501.0,2
Czechia,0.0013056689177743882,1000.0,501.0,2
Iran,0.00101609966527996,1000.0,751.0,2
DR Congo,0.00101609966527996,1000.0,751.0,2
New Zealand,0.0008711703990464845,1001.0,1000.0,2
Saudi Arabia,0.0008711703990464845,1001.0,1000.0,2
Cape Verde,0.0008711703990464845,1001.0,1000.0,2
Panama,0.0007261445776722809,1501.0,1000.0,2
South Africa,0.0007261445776722809,1501.0,1000.0,2
Uzbekistan,0.0007261445776722809,1501.0,1000.0,2
Jordan,0.0006535954286490034,2001.0,1000.0,2
Iraq,0.0006535954286490034,2001.0,1000.0,2
Curaçao,0.0006100543360124823,2501.0,1000.0,2
Qatar,0.0005602824272060393,3501.0,1000.0,2
Haiti,0.0,,,0
Tunisia,0.0,,,0
Türkiye,0.0,,,0
