match_id,match_number,commence_time,team,opponent,p_win,p_draw,p_loss,team_xg,opponent_xg,expected_total_goals,bookmaker_count
512ac18beb5aa936a59f7ea3e497ada2,49,2026-06-24T19:00:00Z,Qatar,Bosnia & Herzegovina,0.16524198406332494,0.2515577024462093,0.5832003134904657,0.8094042360028024,1.7042735155586963,2.5136777515614988,16
c9ef5822ee64fd5275f7c73251bb56c7,50,2026-06-24T19:00:00Z,Canada,Switzerland,0.26948198517762423,0.28786178175401517,0.44265623306836066,1.0625661441831722,1.4200650338148935,2.4826311779980657,16
c9ef5822ee64fd5275f7c73251bb56c7,50,2026-06-24T19:00:00Z,Switzerland,Canada,0.44265623306836066,0.28786178175401517,0.26948198517762423,1.4200650338148935,1.0625661441831722,2.4826311779980657,16
885ba95805db310a7bcc3fb1a7a6dd28,51,2026-06-24T22:00:00Z,Brazil,Scotland,0.6516188657548848,0.21270972037265087,0.13567141387246442,1.9742127734473045,0.7830676363952995,2.757280409842604,15
885ba95805db310a7bcc3fb1a7a6dd28,51,2026-06-24T22:00:00Z,Scotland,Brazil,0.13567141387246442,0.21270972037265087,0.6516188657548848,0.7830676363952995,1.9742127734473045,2.757280409842604,15
d1279ce7f33136a33e99ad442fc855e8,52,2026-06-24T22:00:00Z,Haiti,Morocco,0.09838553638519769,0.18772571437095914,0.7138887492438432,0.7016638668567281,2.18584175806808,2.887505624924808,15
d1279ce7f33136a33e99ad442fc855e8,52,2026-06-24T22:00:00Z,Morocco,Haiti,0.7138887492438432,0.18772571437095914,0.09838553638519769,2.18584175806808,0.7016638668567281,2.887505624924808,15
5993bd5196ca09f83990f0c3261e442e,53,2026-06-25T01:00:00Z,Czechia,Mexico,0.20925491319079365,0.271587827941101,0.5191572588681054,0.9214202805706418,1.5689048020527148,2.4903250826233565,15
5993bd5196ca09f83990f0c3261e442e,53,2026-06-25T01:00:00Z,Mexico,Czechia,0.5191572588681054,0.271587827941101,0.20925491319079365,1.5689048020527148,0.9214202805706418,2.4903250826233565,15
c0355dfc6e26ec327e379b6ef5824a5f,54,2026-06-25T01:00:00Z,South Africa,South Korea,0.23670593460556685,0.27974191771653095,0.4835521476779022,0.9660559261148319,1.4734792408418143,2.439535166956646,15
c0355dfc6e26ec327e379b6ef5824a5f,54,2026-06-25T01:00:00Z,South Korea,South Africa,0.4835521476779022,0.27974191771653095,0.23670593460556685,1.4734792408418143,0.9660559261148319,2.439535166956646,15
a5a0b544a984ab16e564264f3e859b43,55,2026-06-25T20:00:00Z,Curaçao,Ivory Coast,0.07016164685171503,0.15680587800320203,0.773032475145083,0.5794679384666027,2.361993678115137,2.9414616165817398,15
a5a0b544a984ab16e564264f3e859b43,55,2026-06-25T20:00:00Z,Ivory Coast,Curaçao,0.773032475145083,0.15680587800320203,0.07016164685171503,2.361993678115137,0.5794679384666027,2.9414616165817398,15
0ec28b84ec399bd4dffbe8d1bc72b3c4,56,2026-06-25T20:00:00Z,Ecuador,Germany,0.1965157966750675,0.25319071066211996,0.5502934926628126,0.9633296120437456,1.735072662588595,2.6984022746323406,15
